Company,Industry,Revenue,Employees,#job30,#job90,MonthlyCharge,TotalCharge,Churn
comp_4031,retail,32030,16015,9,94,823,2638,1
comp_4032,health,77940,19485,4,55,569,665,1
comp_4033,service,8090,4045,3,67,583,3505,1
comp_4034,consulting,55420,18473,8,10,1031,5154,1
comp_4035,retail,74700,37350,6,96,882,1997,1
comp_4036,energy,6450,1612,4,71,619,6166,1
comp_4037,finance,74460,18615,7,78,480,731,0
comp_4038,consulting,63750,31875,6,29,263,766,1
comp_4039,travel,82290,41145,9,52,231,1345,0
comp_4040,gov,25540,6385,4,21,1109,4800,1
comp_4041,IT,27910,6978,6,12,1061,7705,1
comp_4042,travel,30520,7630,5,93,210,1527,0
comp_4043,energy,18200,6067,3,39,1134,6314,1
comp_4044,retail,17180,4295,9,70,357,1908,1
comp_4045,retail,56710,18903,3,46,798,1957,1
comp_4046,consulting,14790,4930,8,20,539,1284,1
comp_4047,energy,98010,32670,7,11,531,3449,1
comp_4048,energy,71580,35790,7,52,729,5429,0
comp_4049,consulting,53740,13435,3,64,1072,9501,1
comp_4050,energy,37010,9252,9,51,537,1391,0
comp_4051,IT,53670,26835,5,37,478,637,1
comp_4052,IT,29090,7272,6,22,897,1330,1
comp_4053,IT,71590,23863,9,29,897,6827,1
comp_4054,service,49280,12320,4,74,438,1971,1
comp_4055,retail,55730,13932,7,94,395,2441,1
comp_4056,retail,93800,23450,4,34,686,3889,1
comp_4057,IT,8670,2890,4,59,366,1391,1
comp_4058,finance,36430,9108,7,52,1147,1451,0
comp_4059,IT,65070,32535,9,95,858,2778,1
comp_4060,consulting,57960,28980,6,95,468,982,1
comp_4061,IT,6130,2043,5,61,309,1196,1
comp_4062,retail,98060,24515,6,78,1177,1459,1
comp_4063,service,11020,2755,5,44,589,4941,0
comp_4064,gov,72350,24117,3,40,1102,4247,1
comp_4065,finance,14810,7405,9,42,1081,3075,0
comp_4066,finance,46250,11562,9,89,481,3324,0
comp_4067,gov,81280,20320,6,64,913,1152,0
comp_4068,IT,56050,18683,5,91,771,5225,1
comp_4069,gov,35350,8838,7,71,565,2410,0
comp_4070,energy,43440,14480,8,75,673,2552,0
comp_4071,travel,8800,4400,3,67,230,1027,1
comp_4072,consulting,87630,21908,8,91,990,1565,1
comp_4073,IT,25920,8640,6,97,1121,5833,1
comp_4074,consulting,48490,12122,9,18,762,1774,1
comp_4075,health,71940,17985,3,96,1058,5718,1
comp_4076,energy,81440,40720,8,47,304,1469,0
comp_4077,travel,51730,17243,5,13,495,588,1
comp_4078,consulting,73560,24520,3,44,111,356,1
comp_4079,retail,94570,31523,7,99,1012,3572,1
comp_4080,consulting,32730,10910,7,78,1006,4940,1
comp_4081,gov,65210,16302,7,92,932,5346,0
comp_4082,gov,64790,16198,6,90,1071,5254,0
comp_4083,consulting,40900,13633,3,63,121,280,1
comp_4084,finance,39140,13047,5,53,142,243,0
comp_4085,gov,35890,17945,7,59,1116,1156,0
comp_4086,retail,95720,23930,7,69,503,2665,1
comp_4087,service,82200,20550,8,40,198,282,0
comp_4088,service,10290,3430,3,93,118,243,1
comp_4089,gov,2760,1380,7,33,506,640,0
comp_4090,IT,76590,38295,3,32,809,5034,1
comp_4091,energy,79270,39635,8,92,1057,2654,0
comp_4092,service,16080,5360,7,31,529,2792,0
comp_4093,finance,37680,18840,4,44,1184,1309,1
comp_4094,service,57180,14295,6,19,137,143,1
comp_4095,finance,36710,9178,5,67,1189,6877,0
comp_4096,health,46520,11630,9,40,875,6584,0
comp_4097,IT,81190,20298,8,86,722,1280,1
comp_4098,finance,77690,38845,9,76,180,235,0
comp_4099,gov,80910,26970,8,74,256,2338,0
comp_4100,energy,57770,19257,9,78,1045,6232,0
comp_4101,service,33740,8435,6,63,157,575,0
comp_4102,service,99210,49605,9,70,331,891,0
comp_4103,retail,45460,22730,6,33,1178,1407,1
comp_4104,service,8560,2853,6,53,663,1055,0
comp_4105,energy,7480,1870,3,59,547,1555,1
comp_4106,travel,95850,31950,6,37,874,1772,0
comp_4107,health,67440,22480,4,47,298,310,1
comp_4108,energy,25030,12515,4,54,983,1213,1
comp_4109,energy,70,18,8,80,646,5917,0
comp_4110,health,16080,8040,7,64,180,478,0
comp_4111,consulting,56420,28210,9,13,205,890,1
comp_4112,travel,2920,973,3,49,586,6317,1
comp_4113,energy,95460,31820,6,85,518,4901,0
comp_4114,retail,29370,9790,4,77,363,1006,1
comp_4115,energy,25920,6480,7,42,1053,7491,0
comp_4116,travel,5690,1897,4,73,1168,1355,1
comp_4117,consulting,7570,2523,3,50,560,4100,1
comp_4118,finance,16230,8115,9,59,102,324,0
comp_4119,gov,24790,12395,3,72,322,1045,1
comp_4120,gov,2390,598,4,22,186,436,1
comp_4121,health,99020,24755,3,71,944,5288,1
comp_4122,finance,1930,482,4,61,578,2399,1
comp_4123,retail,82170,27390,8,44,848,6705,1
comp_4124,health,33050,8262,3,75,452,1511,1
comp_4125,energy,58570,14642,5,97,625,2728,0
comp_4126,retail,46320,15440,4,72,471,713,1
comp_4127,consulting,92800,23200,7,90,472,4251,1
comp_4128,service,86050,28683,8,27,243,1998,0
comp_4129,travel,24860,12430,7,43,835,5895,0
comp_4130,IT,42170,21085,9,34,921,5699,1
comp_4131,health,75300,18825,5,23,1037,7637,0
comp_4132,retail,30080,7520,8,80,1174,3339,1
comp_4133,consulting,19350,9675,6,75,837,863,1
comp_4134,gov,69920,23307,8,77,720,4776,0
comp_4135,health,5020,1673,7,54,692,2401,0
comp_4136,retail,52620,17540,5,84,1021,1749,1
comp_4137,energy,40460,10115,9,20,429,1735,0
comp_4138,consulting,62540,31270,3,80,1036,1366,1
comp_4139,travel,53310,26655,6,75,1060,3136,0
comp_4140,consulting,11760,3920,5,44,938,1439,1
comp_4141,retail,29860,14930,7,59,320,409,1
comp_4142,IT,87470,29157,5,68,806,2538,1
comp_4143,retail,4360,1453,5,90,729,1711,1
comp_4144,service,64190,21397,5,11,652,1343,1
comp_4145,gov,37150,12383,7,41,1133,4856,0
comp_4146,health,17290,4322,6,15,819,4052,1
comp_4147,health,30740,15370,9,19,1111,1668,1
comp_4148,energy,53920,26960,4,86,970,3450,1
comp_4149,consulting,37640,18820,9,64,287,1473,1
comp_4150,energy,21120,7040,8,70,1176,4451,0
comp_4151,service,78340,19585,3,32,994,6545,1
comp_4152,service,82170,27390,3,26,1115,2565,1
comp_4153,travel,87780,21945,8,26,1162,1803,0
comp_4154,gov,90710,22678,4,85,896,1684,1
comp_4155,service,96850,48425,5,35,1038,1123,0
comp_4156,finance,81970,20492,8,24,522,1605,0
comp_4157,gov,24640,8213,9,93,1126,3006,0
comp_4158,IT,5640,1410,4,62,520,3625,1
comp_4159,energy,38600,12867,7,40,468,614,0
comp_4160,energy,8910,4455,6,33,402,695,0
comp_4161,health,21170,7057,8,16,508,2486,1
comp_4162,finance,24690,12345,4,59,1184,5540,1
comp_4163,retail,62140,31070,4,26,545,2966,1
comp_4164,health,54720,27360,4,10,126,792,1
comp_4165,IT,26770,13385,6,83,1112,7076,1
comp_4166,consulting,13810,4603,3,21,495,537,1
comp_4167,IT,84730,42365,8,30,741,894,1
comp_4168,travel,43090,14363,9,25,775,4169,0
comp_4169,service,17520,4380,5,84,656,2857,0
comp_4170,gov,54070,13518,4,64,773,6033,1
comp_4171,retail,4700,1567,4,86,199,233,1
comp_4172,service,62620,15655,8,47,995,3763,0
comp_4173,health,32940,10980,8,26,1147,5913,0
comp_4174,health,77010,25670,4,39,597,2769,1
comp_4175,gov,19970,6657,3,85,726,5008,1
comp_4176,health,25040,6260,4,61,1090,1373,1
comp_4177,consulting,93340,31113,5,45,360,2659,1
comp_4178,travel,48990,16330,9,76,303,722,0
comp_4179,IT,87110,29037,3,45,1085,1216,1
comp_4180,consulting,72890,36445,6,84,803,5680,1
comp_4181,IT,69130,17282,7,66,243,1952,1
comp_4182,health,31600,15800,9,48,804,1077,0
comp_4183,consulting,8590,2148,7,27,1103,1456,1
comp_4184,finance,18490,9245,7,11,575,1119,1
comp_4185,service,88080,29360,3,12,1079,4365,1
comp_4186,energy,17810,4452,5,48,369,1842,0
comp_4187,travel,56720,28360,5,93,485,877,0
comp_4188,travel,56780,14195,6,47,1028,5905,0
comp_4189,travel,3540,1770,6,18,998,2409,1
comp_4190,travel,88370,44185,7,73,665,2520,0
comp_4191,retail,6850,2283,7,58,1165,2868,1
comp_4192,finance,51540,17180,5,89,107,272,0
comp_4193,energy,67770,22590,9,35,863,990,0
comp_4194,gov,56930,18977,6,53,315,724,0
comp_4195,service,3440,860,7,44,1002,6107,0
comp_4196,service,62740,31370,4,17,849,4168,1
comp_4197,finance,38190,9548,6,31,1176,4466,0
comp_4198,travel,31420,7855,9,87,1076,1402,0
comp_4199,retail,44640,11160,3,94,429,689,1
comp_4200,IT,58610,14652,7,57,486,1113,1
comp_4201,travel,42090,14030,6,94,742,4817,0
comp_4202,gov,97590,32530,3,95,558,874,1
comp_4203,IT,92950,30983,3,37,408,745,1
comp_4204,energy,87500,29167,3,39,888,7033,1
comp_4205,health,29470,9823,6,92,279,907,0
comp_4206,service,30160,7540,4,28,272,930,1
comp_4207,retail,73790,24597,6,88,288,650,1
comp_4208,retail,45980,11495,9,38,218,604,1
comp_4209,health,10310,5155,3,75,356,1270,1
comp_4210,travel,93470,31157,9,24,1011,2284,0
comp_4211,consulting,45930,15310,8,13,115,1046,1
comp_4212,health,75550,37775,9,89,140,446,0
comp_4213,health,80060,26687,9,86,144,154,0
comp_4214,energy,11050,3683,3,99,1103,1981,1
comp_4215,energy,89650,44825,8,63,1186,1321,0
comp_4216,energy,46840,23420,3,83,933,1509,1
comp_4217,energy,49830,12458,3,56,169,177,1
comp_4218,service,30090,15045,6,23,815,2126,0
comp_4219,consulting,23930,11965,9,15,553,1756,1
comp_4220,energy,76890,19222,3,77,959,2335,1
comp_4221,health,3440,1147,4,20,194,355,1
comp_4222,energy,42940,14313,7,32,219,726,0
comp_4223,consulting,3070,1023,4,67,927,1633,1
comp_4224,energy,19470,9735,7,38,489,2265,0
comp_4225,consulting,32810,16405,5,61,514,574,1
comp_4226,retail,19700,9850,5,19,905,2116,1
comp_4227,consulting,28920,14460,3,18,794,2236,1
comp_4228,service,59800,29900,8,37,392,1174,0
comp_4229,gov,17550,5850,4,83,634,2646,1
comp_4230,finance,32540,16270,8,74,1031,1088,0
comp_4231,IT,67540,16885,9,81,829,1512,1
comp_4232,travel,40700,13567,3,90,1036,5411,1
comp_4233,finance,290,145,9,10,408,456,1
comp_4234,energy,63260,15815,6,42,1130,6072,0
comp_4235,finance,34400,11467,5,40,1189,1217,0
comp_4236,travel,49200,12300,4,59,1187,8928,1
comp_4237,IT,83950,20988,6,74,950,1403,1
comp_4238,finance,52010,17337,4,55,206,302,1
comp_4239,service,69210,17302,8,90,539,2007,0
comp_4240,travel,48750,16250,8,27,1042,3879,0
comp_4241,finance,81960,27320,5,56,1037,1042,0
comp_4242,finance,61290,20430,6,39,796,928,0
comp_4243,service,86090,43045,6,42,582,1880,0
comp_4244,service,2830,1415,8,86,1022,2127,0
comp_4245,gov,26940,8980,7,75,440,531,0
comp_4246,service,74750,18688,8,11,989,6115,1
comp_4247,gov,75690,18922,9,66,844,4126,0
comp_4248,energy,16580,8290,7,36,185,204,0
comp_4249,travel,36660,12220,4,72,1188,2151,1
comp_4250,gov,40830,13610,5,24,635,830,0
comp_4251,service,78120,39060,6,65,1075,5240,0
comp_4252,IT,65640,21880,7,49,242,779,1
comp_4253,consulting,19330,4832,6,58,713,1781,1
comp_4254,health,40290,20145,6,85,1096,4715,0
comp_4255,retail,15380,3845,9,30,250,1591,1
comp_4256,gov,37620,18810,5,84,1047,1917,0
comp_4257,gov,62510,31255,5,45,967,8397,0
comp_4258,travel,39890,19945,5,82,763,1019,0
comp_4259,travel,73390,18348,9,94,916,1321,0
comp_4260,finance,79480,19870,6,68,766,4135,0
comp_4261,finance,64480,21493,7,60,856,1355,0
comp_4262,retail,10410,3470,6,68,238,820,1
comp_4263,retail,8660,2887,5,79,303,1322,1
comp_4264,IT,32770,10923,5,74,778,1217,1
comp_4265,travel,13860,4620,8,83,709,1764,0
comp_4266,service,58150,14538,3,99,1104,3404,1
comp_4267,health,81180,40590,6,45,218,1221,0
comp_4268,energy,82210,20552,6,68,520,620,0
comp_4269,gov,39320,13107,3,20,358,440,1
comp_4270,service,2640,660,4,41,814,5564,1
comp_4271,travel,70440,23480,3,22,964,4314,1
comp_4272,retail,46190,15397,9,89,448,2119,1
comp_4273,gov,51800,25900,5,16,1077,5320,1
comp_4274,retail,77940,19485,7,40,156,702,1
comp_4275,retail,95890,47945,5,51,631,664,1
comp_4276,service,63160,31580,8,25,226,425,0
comp_4277,consulting,36120,12040,5,15,410,855,1
comp_4278,IT,51760,17253,4,24,113,302,1
comp_4279,consulting,22090,11045,6,29,339,389,1
comp_4280,health,87950,43975,7,54,355,890,0
comp_4281,health,55890,18630,3,32,1114,3906,1
comp_4282,health,63370,31685,3,52,179,996,1
comp_4283,service,720,240,3,51,222,270,1
comp_4284,gov,33670,16835,6,35,481,4485,0
comp_4285,travel,50140,16713,8,67,467,638,0
comp_4286,retail,49070,16357,7,10,950,2523,1
comp_4287,gov,25620,8540,7,91,1083,1984,0
comp_4288,retail,43280,14427,5,31,690,6182,1
comp_4289,health,51180,12795,7,98,541,1620,0
comp_4290,finance,16420,4105,7,76,1032,5695,0
comp_4291,health,36440,18220,7,60,1134,2191,0
comp_4292,retail,31320,7830,6,72,1059,2914,1
comp_4293,health,73290,36645,6,22,971,2547,0
comp_4294,service,57170,19057,4,43,288,2150,1
comp_4295,finance,84820,21205,6,79,1015,1581,0
comp_4296,health,24350,12175,4,20,689,2946,1
comp_4297,service,97310,24328,4,43,612,2153,1
comp_4298,retail,3570,1190,3,23,888,2011,1
comp_4299,service,48430,24215,6,49,402,1290,0
comp_4300,travel,38800,19400,5,56,832,2970,0
comp_4301,energy,77210,19302,4,20,898,5848,1
comp_4302,travel,73260,36630,5,93,560,3052,0
comp_4303,consulting,22230,7410,6,94,623,1222,1
comp_4304,service,38710,9678,5,69,789,883,0
comp_4305,consulting,71410,23803,3,30,411,4014,1
comp_4306,travel,13080,4360,4,43,395,932,1
comp_4307,finance,66180,22060,6,50,398,2932,0
comp_4308,retail,10460,5230,8,76,1174,3894,1
comp_4309,travel,69450,34725,7,63,496,1908,0
comp_4310,finance,33590,16795,7,40,170,1298,0
comp_4311,travel,37250,18625,3,34,733,3372,1
comp_4312,service,48640,12160,6,35,114,277,0
comp_4313,consulting,64990,32495,6,49,892,1535,1
comp_4314,IT,25240,6310,8,28,575,1595,1
comp_4315,travel,27540,6885,4,65,981,8085,1
comp_4316,finance,40280,10070,4,12,779,4130,1
comp_4317,retail,850,283,7,95,518,1208,1
comp_4318,gov,77700,38850,8,43,1017,4377,0
comp_4319,retail,73480,18370,7,33,308,1056,1
comp_4320,retail,39400,19700,3,63,644,660,1
comp_4321,IT,91970,30657,8,83,449,1857,1
comp_4322,gov,70,18,8,34,838,857,0
comp_4323,IT,68490,17122,5,20,404,3168,1
comp_4324,health,20200,5050,6,97,872,1148,0
comp_4325,health,24360,6090,5,70,1018,1804,0
comp_4326,energy,94980,47490,4,39,940,4258,1
comp_4327,retail,96490,32163,4,31,898,1852,1
comp_4328,finance,93780,46890,7,10,242,447,1
comp_4329,retail,65910,16478,8,53,1006,1586,1
comp_4330,travel,87460,29153,5,99,193,1887,0
comp_4331,finance,65810,32905,8,72,150,1020,0
comp_4332,retail,46320,15440,5,97,1066,9913,1
comp_4333,gov,7170,2390,3,93,204,677,1
comp_4334,IT,77280,19320,8,69,496,1486,1
comp_4335,retail,94220,31407,8,36,675,2613,1
comp_4336,energy,73240,36620,7,56,495,635,0
comp_4337,travel,32260,8065,5,61,550,3293,0
comp_4338,IT,5290,1763,6,29,857,5809,1
comp_4339,gov,43310,21655,6,67,670,1043,0
comp_4340,health,4510,1128,5,47,780,1230,0
comp_4341,retail,68210,34105,8,73,254,306,1
comp_4342,service,22670,7557,7,54,121,139,0
comp_4343,IT,45300,11325,6,57,782,2882,1
comp_4344,health,63610,15902,3,48,930,1567,1
comp_4345,consulting,51500,25750,7,41,374,630,1
comp_4346,health,78000,26000,6,45,683,880,0
comp_4347,health,46980,15660,7,83,788,1328,0
comp_4348,energy,30510,15255,8,38,1028,8307,0
comp_4349,energy,98810,49405,5,55,409,2263,0
comp_4350,consulting,63460,15865,6,65,611,801,1
comp_4351,finance,7840,2613,6,47,595,2783,0
comp_4352,travel,38190,9548,3,50,1045,2538,1
comp_4353,energy,2370,1185,6,77,537,1508,0
comp_4354,health,3040,760,6,38,529,541,0
comp_4355,service,18340,9170,4,76,489,2422,1
comp_4356,gov,69070,34535,6,72,1067,1301,0
comp_4357,consulting,68490,22830,4,37,1047,5703,1
comp_4358,energy,20720,10360,9,30,975,3501,0
comp_4359,energy,42070,14023,9,50,901,2113,0
comp_4360,IT,38140,9535,9,97,170,1005,1
comp_4361,consulting,71490,17872,5,26,575,2494,1
comp_4362,consulting,82600,41300,9,97,980,1070,1
comp_4363,consulting,77100,38550,7,90,838,2320,1
comp_4364,finance,25880,12940,6,17,856,6398,1
comp_4365,energy,8610,2870,9,65,872,2496,0
comp_4366,finance,89420,44710,6,25,936,1491,0
comp_4367,gov,26340,8780,4,25,733,2258,1
comp_4368,service,49260,16420,3,21,241,1959,1
comp_4369,health,34100,8525,5,22,1194,6576,0
comp_4370,travel,21810,10905,8,96,1184,2653,0
comp_4371,finance,1610,805,3,64,584,1122,1
comp_4372,finance,55470,27735,8,84,658,853,0
comp_4373,health,1410,352,9,48,1001,1227,0
comp_4374,energy,4530,1132,9,61,181,891,0
comp_4375,gov,46820,11705,5,68,319,437,0
comp_4376,IT,54770,13692,9,62,1000,5588,1
comp_4377,gov,2420,807,3,84,120,699,1
comp_4378,IT,69560,17390,4,97,415,1145,1
comp_4379,consulting,70800,23600,5,22,616,2289,1
comp_4380,travel,61830,30915,9,52,921,2499,0
comp_4381,health,86660,21665,4,11,234,246,1
comp_4382,finance,57040,14260,6,47,417,436,0
comp_4383,health,94670,47335,7,27,263,1517,0
comp_4384,health,6720,3360,6,72,659,1803,0
comp_4385,retail,67050,33525,6,45,816,1742,1
comp_4386,travel,46800,15600,3,98,930,9170,1
comp_4387,gov,16030,5343,8,71,364,757,0
comp_4388,energy,66690,22230,5,95,912,4987,0
comp_4389,energy,28200,7050,9,17,725,2749,1
comp_4390,finance,63860,21287,8,94,755,4228,0
comp_4391,service,57830,14458,8,92,559,559,0
comp_4392,health,86730,21682,8,68,1068,1248,0
comp_4393,retail,9300,3100,3,98,1130,1361,1
comp_4394,IT,39790,19895,7,52,217,220,1
comp_4395,travel,83660,27887,5,51,606,872,0
comp_4396,retail,5960,2980,3,49,963,3118,1
comp_4397,service,80670,26890,3,70,1041,10574,1
comp_4398,health,54320,27160,8,52,947,2011,0
comp_4399,energy,86750,28917,3,60,698,1167,1
comp_4400,gov,17790,5930,6,13,811,7673,1
comp_4401,consulting,37860,12620,9,30,937,5370,1
comp_4402,finance,40260,13420,6,98,1110,4295,0
comp_4403,travel,75500,18875,7,89,285,1525,0
comp_4404,consulting,94570,47285,8,87,553,3917,1
comp_4405,gov,73520,18380,8,62,198,731,0
comp_4406,retail,42060,14020,7,89,851,3048,1
comp_4407,finance,71620,17905,3,92,1016,4975,1
comp_4408,service,1930,965,9,90,630,1244,0
comp_4409,consulting,69770,34885,4,81,623,1184,1
comp_4410,IT,50420,25210,6,52,329,496,1
comp_4411,gov,54740,18247,4,91,502,1272,1
comp_4412,health,44720,14907,6,47,670,1311,0
comp_4413,service,36730,9182,8,64,966,9518,0
comp_4414,energy,92150,23038,3,39,780,3314,1
comp_4415,service,94700,31567,6,16,584,2679,1
comp_4416,health,41720,10430,4,28,1155,1338,1
comp_4417,energy,55360,13840,3,86,957,5734,1
comp_4418,finance,5340,2670,8,62,623,1944,0
comp_4419,energy,19720,6573,4,92,176,392,1
comp_4420,health,71770,23923,5,32,377,1334,0
comp_4421,gov,1530,765,3,86,1090,2794,1
comp_4422,finance,27350,13675,4,24,100,794,1
comp_4423,energy,22360,5590,4,55,588,4392,1
comp_4424,gov,97120,48560,6,26,441,636,0
comp_4425,gov,49860,12465,6,41,992,1534,0
comp_4426,retail,65620,21873,6,85,519,3895,1
comp_4427,travel,75640,25213,4,26,326,518,1
comp_4428,health,4140,1380,6,60,424,544,0
comp_4429,consulting,34880,17440,3,45,1081,5160,1
comp_4430,finance,11530,2882,4,89,574,732,1
comp_4431,service,92260,46130,6,11,172,541,1
comp_4432,energy,98890,49445,7,34,1085,1717,0
comp_4433,finance,14430,4810,8,57,618,730,0
comp_4434,travel,40300,20150,8,30,186,499,0
comp_4435,service,91970,22992,9,52,690,1359,0
comp_4436,finance,84930,42465,4,20,740,6548,1
comp_4437,health,40550,20275,4,20,139,697,1
comp_4438,retail,91930,22982,3,48,1106,8729,1
comp_4439,retail,60090,15022,9,84,901,1928,1
comp_4440,IT,91950,22988,5,31,753,3598,1
comp_4441,IT,99230,49615,7,46,687,992,1
comp_4442,IT,13000,4333,9,36,397,802,1
comp_4443,finance,38900,12967,8,32,246,317,0
comp_4444,service,12170,4057,9,55,715,5748,0
comp_4445,travel,48870,12218,4,10,791,3231,1
comp_4446,gov,75460,37730,5,81,1056,1078,0
comp_4447,travel,7620,1905,3,78,679,798,1
comp_4448,retail,69130,34565,8,77,968,1527,1
comp_4449,retail,19760,6587,3,92,1147,5251,1
comp_4450,IT,96380,32127,7,43,258,1216,1
comp_4451,finance,26660,6665,8,20,792,1811,0
comp_4452,gov,37110,9278,7,41,885,2855,0
comp_4453,retail,49510,12378,4,80,316,637,1
comp_4454,travel,56510,28255,5,15,449,1354,1
comp_4455,health,98040,32680,5,54,461,3249,0
comp_4456,IT,56380,28190,6,46,362,459,1
comp_4457,energy,4500,2250,9,49,354,490,0
comp_4458,gov,19270,6423,3,20,1196,8453,1
comp_4459,travel,69170,23057,6,41,728,5308,0
comp_4460,gov,92230,46115,6,80,858,1388,0
comp_4461,travel,31970,7992,4,10,755,1162,1
comp_4462,IT,30720,7680,5,72,944,8872,1
comp_4463,consulting,21220,7073,9,27,105,566,1
comp_4464,retail,64980,32490,3,22,493,1526,1
comp_4465,energy,80030,40015,7,33,932,2074,0
comp_4466,travel,33700,11233,4,77,742,1626,1
comp_4467,energy,36620,12207,7,32,1086,2133,0
comp_4468,gov,81460,20365,7,79,675,1433,0
comp_4469,service,30050,10017,4,76,233,410,1
comp_4470,health,71520,35760,8,17,188,343,1
comp_4471,health,82690,27563,6,46,440,1807,0
comp_4472,gov,73840,18460,4,40,974,3772,1
comp_4473,IT,63690,21230,3,95,843,5662,1
comp_4474,gov,60100,30050,3,91,1104,4437,1
comp_4475,IT,94590,31530,5,84,819,3007,1
comp_4476,retail,4480,1120,7,36,572,2059,1
comp_4477,gov,17340,8670,5,53,1076,2485,0
comp_4478,finance,30620,7655,4,17,782,2375,1
comp_4479,consulting,20690,10345,6,48,770,3529,1
comp_4480,service,62940,31470,5,37,467,2453,0
comp_4481,service,28200,7050,7,46,209,216,0
comp_4482,IT,17110,8555,8,68,119,348,1
comp_4483,travel,44900,22450,7,71,1139,4943,0
comp_4484,consulting,40980,10245,4,79,1198,2815,1
comp_4485,IT,22880,7627,6,80,251,282,1
comp_4486,consulting,30940,15470,3,61,1048,1688,1
comp_4487,gov,64220,16055,8,98,803,4513,0
comp_4488,service,20780,6927,9,65,423,1321,0
comp_4489,consulting,18690,4672,6,12,768,898,1
comp_4490,IT,34200,17100,5,18,431,5145,1
comp_4491,consulting,35880,11960,6,29,828,3577,1
comp_4492,travel,1540,770,6,24,557,1218,0
comp_4493,service,69740,34870,5,31,516,791,0
comp_4494,IT,56130,28065,5,40,1162,2311,1
comp_4495,IT,83070,20768,7,63,675,6053,1
comp_4496,health,30470,7618,7,95,977,1999,0
comp_4497,retail,83320,41660,8,52,545,661,1
comp_4498,gov,84150,21038,5,95,972,6919,0
comp_4499,retail,14820,3705,6,28,617,3136,1
comp_4500,consulting,61680,15420,5,94,121,510,1
comp_4501,travel,88970,22242,9,73,1138,1940,0
comp_4502,travel,78050,19512,9,35,766,6476,0
comp_4503,gov,11220,2805,7,37,931,2375,0
comp_4504,consulting,27300,9100,8,81,290,749,1
comp_4505,consulting,55800,27900,5,41,1093,6184,1
comp_4506,consulting,68040,17010,8,81,331,495,1
comp_4507,service,57220,19073,5,69,232,2007,0
comp_4508,travel,1750,438,8,36,320,728,0
comp_4509,consulting,42490,21245,7,57,951,1940,1
comp_4510,gov,320,80,7,92,570,2772,0
comp_4511,health,7090,3545,4,78,297,809,1
comp_4512,travel,21520,10760,5,29,396,748,0
comp_4513,health,33650,11217,5,41,404,1051,0
comp_4514,IT,22730,11365,7,46,623,2460,1
comp_4515,IT,49110,12278,6,66,315,1036,1
comp_4516,finance,63060,15765,3,61,540,2056,1
comp_4517,energy,72230,36115,5,93,296,2964,0
comp_4518,IT,3550,1183,6,81,648,4391,1
comp_4519,gov,61990,30995,8,67,978,5814,0
comp_4520,travel,11070,5535,4,59,612,2801,1
comp_4521,energy,64090,21363,9,29,695,3413,0
comp_4522,travel,6950,2317,7,70,656,1756,0
comp_4523,health,8530,2843,5,15,280,503,1
comp_4524,gov,18550,9275,9,91,1102,1417,0
comp_4525,consulting,93960,46980,9,31,914,3562,1
comp_4526,retail,26730,13365,6,92,576,2586,1
comp_4527,finance,83150,20788,6,36,934,8664,0
comp_4528,consulting,93500,46750,8,63,763,2425,1
comp_4529,finance,5230,2615,6,45,1141,5337,0
comp_4530,gov,34260,11420,6,41,719,2728,0
comp_4531,gov,56830,18943,4,52,847,1716,1
comp_4532,travel,69830,34915,3,35,793,3224,1
comp_4533,gov,30700,10233,8,23,145,434,0
comp_4534,energy,32060,16030,9,87,422,900,0
comp_4535,service,71250,17812,9,39,489,534,0
comp_4536,finance,5910,2955,5,29,919,2809,0
comp_4537,consulting,90990,30330,5,43,491,2282,1
comp_4538,IT,3590,1795,7,94,1096,3432,1
comp_4539,gov,96370,48185,6,73,260,969,0
comp_4540,finance,32910,16455,6,60,843,1231,0
comp_4541,health,54390,13598,5,80,584,1097,0
comp_4542,energy,88560,44280,8,63,958,1139,0
comp_4543,travel,180,90,6,61,776,1219,0
comp_4544,energy,21180,10590,3,56,538,1469,1
comp_4545,consulting,89230,44615,5,85,487,2029,1
comp_4546,retail,68790,22930,3,63,447,1364,1
comp_4547,energy,94120,31373,4,31,179,1313,1
comp_4548,gov,91110,22778,8,73,583,956,0
comp_4549,IT,28990,14495,8,18,233,1479,1
comp_4550,finance,93450,23362,6,38,111,281,0
comp_4551,travel,86790,43395,4,24,516,1398,1
comp_4552,finance,36740,9185,8,83,649,2463,0
comp_4553,travel,18850,9425,4,17,992,2355,1
comp_4554,travel,26080,8693,5,84,628,2232,0
comp_4555,gov,24330,6082,5,85,399,3552,0
comp_4556,health,27610,9203,8,33,538,1491,0
comp_4557,consulting,60890,15222,9,51,810,8701,1
comp_4558,retail,31290,7822,7,37,934,2279,1
comp_4559,gov,35580,17790,4,37,1046,2498,1
comp_4560,IT,24070,6018,7,61,1122,9164,1
comp_4561,service,66610,33305,8,42,556,1350,0
comp_4562,consulting,94890,47445,3,33,1114,11699,1
comp_4563,consulting,27230,9077,9,88,812,9205,1
comp_4564,health,38040,19020,9,69,1139,1712,0
comp_4565,IT,48630,12158,6,71,999,3199,1
comp_4566,retail,49480,12370,4,17,625,1854,1
comp_4567,IT,81110,20278,4,53,1054,3241,1
comp_4568,service,49640,16547,8,32,731,7555,0
comp_4569,finance,600,200,3,59,577,865,1
comp_4570,travel,42700,21350,3,85,650,910,1
